,costs,rate,test
0,2.3006271040716832,0.0005,0.7796791195869446
1,2.2963053182113997,0.0005,0.7796791195869446
2,2.2920809901037877,0.0005,0.7796791195869446
3,2.287915429403615,0.0005,0.7796791195869446
4,2.283753361812858,0.0005,0.7796791195869446
5,2.279599871746329,0.0005,0.7796791195869446
6,2.275477603424427,0.0005,0.7796791195869446
7,2.271398627480796,0.0005,0.7796791195869446
8,2.2673647181932317,0.0005,0.7796791195869446
9,2.263374129007029,0.0005,0.7796791195869446
10,2.2594257842662726,0.0005,0.7796791195869446
11,2.255519728327906,0.0005,0.7796791195869446
12,2.2516567429830863,0.0005,0.7796791195869446
13,2.2478377652722736,0.0005,0.7796791195869446
14,2.2440635880758593,0.0005,0.7796791195869446
15,2.240334494169368,0.0005,0.7796791195869446
16,2.236650339392729,0.0005,0.7796791195869446
17,2.233010475025621,0.0005,0.7796791195869446
18,2.2294139806614366,0.0005,0.7796791195869446
19,2.225859514502592,0.0005,0.7796791195869446
20,2.2223456571268483,0.0005,0.7796791195869446
21,2.218870406927064,0.0005,0.7796791195869446
22,2.215431390806686,0.0005,0.7796791195869446
23,2.2120250491208804,0.0005,0.7796791195869446
24,2.2086432146471604,0.0005,0.7796791195869446
25,2.205259672431059,0.0005,0.7796791195869446
26,2.2018394747445753,0.0005,0.7796791195869446
27,2.1985052408174024,0.0005,0.7796791195869446
28,2.195252058117889,0.0005,0.7796791195869446
29,2.1920341669127,0.0005,0.7796791195869446
30,2.1888453683187796,0.0005,0.7796791195869446
31,2.185682623885399,0.0005,0.7796791195869446
32,2.182543987451598,0.0005,0.7796791195869446
33,2.179427557213362,0.0005,0.7796791195869446
34,2.176331531169802,0.0005,0.7796791195869446
35,2.1732543291047555,0.0005,0.7796791195869446
36,2.1701941767404245,0.0005,0.7796791195869446
37,2.167149521583734,0.0005,0.7796791195869446
38,2.1641188000523766,0.0005,0.7796791195869446
39,2.1611006093579666,0.0005,0.7796791195869446
40,2.1580935023551766,0.0005,0.7796791195869446
41,2.1550963202188185,0.0005,0.7796791195869446
42,2.1521080094714504,0.0005,0.7796791195869446
43,2.149127682974173,0.0005,0.7796791195869446
44,2.1461548028990274,0.0005,0.7796791195869446
45,2.143189108648966,0.0005,0.7796791195869446
46,2.1402304726977674,0.0005,0.7796791195869446
47,2.1372792998025587,0.0005,0.7796791195869446
48,2.134336072345113,0.0005,0.7796791195869446
49,2.131401511125786,0.0005,0.7796791195869446
50,2.2840794629828873,0.0005,0.7796791195869446
51,2.2443995032199595,0.0005,0.7796791195869446
52,2.208758232205413,0.0005,0.7796791195869446
53,2.1759648378505267,0.0005,0.7796791195869446
54,2.1453460094540624,0.0005,0.7796791195869446
55,2.1156030810156534,0.0005,0.7796791195869446
56,2.0871831733126975,0.0005,0.7796791195869446
57,2.060925173204999,0.0005,0.7796791195869446
58,2.0371979502744453,0.0005,0.7796791195869446
59,2.0155117705810897,0.0005,0.7796791195869446
60,1.9955614860667732,0.0005,0.7796791195869446
61,1.9771408591159556,0.0005,0.7796791195869446
62,1.9600787079611492,0.0005,0.7796791195869446
63,1.9442218625268277,0.0005,0.7796791195869446
64,1.9294316602307693,0.0005,0.7796791195869446
65,1.915581181991932,0.0005,0.7796791195869446
66,1.902553441912629,0.0005,0.7796791195869446
67,1.8902416783709863,0.0005,0.7796791195869446
68,1.878550967504811,0.0005,0.7796791195869446
69,1.8673966762631438,0.0005,0.7796791195869446
70,1.8566948979399922,0.0005,0.7796791195869446
71,1.8463501292605735,0.0005,0.7796791195869446
72,1.8362470144449279,0.0005,0.7796791195869446
73,1.826236286828684,0.0005,0.7796791195869446
74,1.816119468489359,0.0005,0.7796791195869446
75,1.80554075573766,0.0005,0.7796791195869446
76,1.7941177140834719,0.0005,0.7796791195869446
77,1.7831308509028232,0.0005,0.7796791195869446
78,1.773409283438394,0.0005,0.7796791195869446
79,1.7648458536281137,0.0005,0.7796791195869446
80,1.756957087405893,0.0005,0.7796791195869446
81,1.7496003217475364,0.0005,0.7796791195869446
82,1.7426787670268569,0.0005,0.7796791195869446
83,1.736125053361405,0.0005,0.7796791195869446
84,1.7298918962478642,0.0005,0.7796791195869446
85,1.7239449661831525,0.0005,0.7796791195869446
86,1.718257446621739,0.0005,0.7796791195869446
87,1.7128072533496592,0.0005,0.7796791195869446
88,1.7075752879298012,0.0005,0.7796791195869446
89,1.7025448277939204,0.0005,0.7796791195869446
90,1.6977012601009633,0.0005,0.7796791195869446
91,1.6930316852968796,0.0005,0.7796791195869446
